bundle_id,bundle_name,refset_name,refset_url,score
291,Intellectual disability impairment envelope,Learning disability (LD) excluded codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ldrem_cod/20250627/,0.125
291,Intellectual disability impairment envelope,Disorders with possible learning disability codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ldmay_cod/20250627/,0.125
292,Primary infertility impairment envelope,Primary immunodeficiency disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/primimmdef_cod/20250627/,0.14285714285714285
292,Primary infertility impairment envelope,Mild Cognitive Impairment codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mci_cod/20250627/,0.14285714285714285
292,Primary infertility impairment envelope,Primary immunodeficiency disorder codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/primimmdef_cod/20250627/,0.125
292,Primary infertility impairment envelope,Mild Cognitive Impairment codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mci_cod/20250627/,0.125
292,Primary infertility impairment envelope,Codes for provision of information about cancer support services available in primary care,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/canpcsupp_cod/20250627/,0.08333333333333333
293,Secondary infertility impairment envelope,Secondary pancreatic diabetes codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/secpancdm_cod/20250627/,0.14285714285714285
293,Secondary infertility impairment envelope,Secondary hyperlipidaemia or hypercholesterolemia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sechyperlip_cod/20250627/,0.14285714285714285
293,Secondary infertility impairment envelope,Mild Cognitive Impairment codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mci_cod/20250627/,0.14285714285714285
293,Secondary infertility impairment envelope,Secondary pancreatic diabetes codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/secpancdm_cod/20250627/,0.125
293,Secondary infertility impairment envelope,Mild Cognitive Impairment codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mci_cod/20250627/,0.125
293,Secondary infertility impairment envelope,Secondary hyperlipidaemia or hypercholesterolemia codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sechyperlip_cod/20250627/,0.125
327,Cutaneous squamous cell carcinoma,Non-haematological cancer morphology codes excluding skin basal cell and squamous cancers,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/nhaemcanmorph_cod/20250627/,0.15384615384615385
327,Cutaneous squamous cell carcinoma,Sickle cell disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sickle_cod/20250627/,0.14285714285714285
327,Cutaneous squamous cell carcinoma,Sickle cell disease codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sickle_cod/20250627/,0.125
327,Cutaneous squamous cell carcinoma,Giant Cell Arteritis (GCA) codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gca_cod/20250627/,0.125
327,Cutaneous squamous cell carcinoma,Allograft stem cell transplant codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/allotransp_cod/20250627/,0.125
327,Cutaneous squamous cell carcinoma,Autograft stem cell transplant codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/autotransp_cod/20250627/,0.125
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.1111111111111111
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.1111111111111111
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.1111111111111111
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.1111111111111111
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.1111111111111111
333,Pelvic inflammatory diseases due to chlamydial infection proportion,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.1111111111111111
334,Pelvic inflammatory diseases due to gonococcal infection proportion,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.1111111111111111
345,Peripheral arterial disease,Peripheral arterial disease (PAD) diagnostic codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/pad_cod/20250627/,0.5
345,Peripheral arterial disease,Peripheral arterial disease (PAD) exception codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/padexc_cod/20250627/,0.5
345,Peripheral arterial disease,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.2
345,Peripheral arterial disease,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.2
345,Peripheral arterial disease,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.2
345,Peripheral arterial disease,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.2
345,Peripheral arterial disease,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.2
345,Peripheral arterial disease,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.2
354,Contact dermatitis,Atopic dermatitis codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/atopderm_cod/20250627/,0.25
354,Contact dermatitis,Household contact of immunocompromised individuals,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/immcomphhc_cod/20250627/,0.2
354,Contact dermatitis,Atopic dermatitis codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/atopderm_cod/20250627/,0.2
354,Contact dermatitis,Seen by first contact physiotherapist codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/fcphysio_cod/20200812/,0.16666666666666666
355,Seborrhoeic dermatitis,Atopic dermatitis codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/atopderm_cod/20250627/,0.25
355,Seborrhoeic dermatitis,Atopic dermatitis codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/atopderm_cod/20250627/,0.2
359,Motor vehicle road injuries,Motor neurone disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mnd_cod/20250627/,0.14285714285714285
359,Motor vehicle road injuries,Motor neurone disease codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mnd_cod/20250627/,0.125
360,Other road injuries,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.14285714285714285
360,Other road injuries,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oo_cod/20250627/,0.125
360,Other road injuries,Shingles other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/shvacohp_cod/20250627/,0.125
360,Other road injuries,Other ethnic group Arab ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oa_cod/20250627/,0.1111111111111111
360,Other road injuries,White Any other White background ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016wo_cod/20250627/,0.1111111111111111
360,Other road injuries,Pneumococcal vaccination given by other healthcare provider codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/pneuvacohp1_cod/20250627/,0.1111111111111111
360,Other road injuries,MMR vaccination given by other healthcare provider codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mmrohpvac_cod/20250627/,0.1111111111111111
360,Other road injuries,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping) (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/other-ethnic-group-any-other-ethnic-group-ethnicity-group-codes-2016-grouping/20241205/,0.1111111111111111
363,Other exposure to mechanical forces,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.125
363,Other exposure to mechanical forces,Mechanical prosthetic valve replacement codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mechvalvrep_cod/20250627/,0.125
363,Other exposure to mechanical forces,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oo_cod/20250627/,0.1111111111111111
363,Other exposure to mechanical forces,Shingles other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/shvacohp_cod/20250627/,0.1111111111111111
363,Other exposure to mechanical forces,Codes indicating exposure to second-hand smoke,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/smokexpos_cod/20250627/,0.1111111111111111
363,Other exposure to mechanical forces,Mechanical prosthetic valve replacement codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mechvalvrep_cod/20250627/,0.1111111111111111
364,Venomous animal contact,Household contact of immunocompromised individuals,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/immcomphhc_cod/20250627/,0.16666666666666666
364,Venomous animal contact,Seen by first contact physiotherapist codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/fcphysio_cod/20200812/,0.14285714285714285
365,Non-venomous animal contact,Codes for diabetes (non-type 1),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/dmnontype1_cod/20250627/,0.25
365,Non-venomous animal contact,Non-diabetic hyperglycaemia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ndh_cod/20250627/,0.25
365,Non-venomous animal contact,Non-haemorrhagic stroke codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ostr_cod/20250627/,0.25
365,Non-venomous animal contact,Discoid and non-systemic lupus codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/dlupus_cod/20210127/,0.2222222222222222
365,Non-venomous animal contact,Familial and non-familial hypercholesterolemia diagnosis codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/fnfhyp_cod/20250627/,0.2222222222222222
365,Non-venomous animal contact,Chemotherapy non-drug concept codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/chemo_cod/20250627/,0.2222222222222222
366,Foreign body in eyes,Lewy body dementia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/demlewy_cod/20250627/,0.16666666666666666
366,Foreign body in eyes,Body mass index (BMI) codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmi_cod/20250627/,0.14285714285714285
366,Foreign body in eyes,Lewy body dementia codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/demlewy_cod/20250627/,0.14285714285714285
366,Foreign body in eyes,Body mass index (BMI) healthy codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmihealthy_cod/20250627/,0.125
366,Foreign body in eyes,Body mass index (BMI) obese codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmiobese_cod/20250627/,0.125
366,Foreign body in eyes,Body mass index (BMI) overweight codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmiover_cod/20250627/,0.125
366,Foreign body in eyes,Body mass index (BMI) underweight codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmiunder_cod/20250627/,0.125
367,Foreign body in other body part,Lewy body dementia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/demlewy_cod/20250627/,0.14285714285714285
367,Foreign body in other body part,Body mass index (BMI) codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmi_cod/20250627/,0.125
367,Foreign body in other body part,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.125
367,Foreign body in other body part,Lewy body dementia codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/demlewy_cod/20250627/,0.125
370,Assault by other means,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.14285714285714285
370,Assault by other means,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oo_cod/20250627/,0.125
370,Assault by other means,Shingles other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/shvacohp_cod/20250627/,0.125
370,Assault by other means,Other ethnic group Arab ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oa_cod/20250627/,0.1111111111111111
370,Assault by other means,White Any other White background ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016wo_cod/20250627/,0.1111111111111111
370,Assault by other means,Pneumococcal vaccination given by other healthcare provider codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/pneuvacohp1_cod/20250627/,0.1111111111111111
370,Assault by other means,MMR vaccination given by other healthcare provider codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mmrohpvac_cod/20250627/,0.1111111111111111
370,Assault by other means,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping) (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/other-ethnic-group-any-other-ethnic-group-ethnicity-group-codes-2016-grouping/20241205/,0.1111111111111111
371,Cerebrovascular disease acute first ever,Acute confusion codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/acconfus_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.14285714285714285
371,Cerebrovascular disease acute first ever,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.14285714285714285
374,Other fungal skin diseases,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.16666666666666666
374,Other fungal skin diseases,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.16666666666666666
374,Other fungal skin diseases,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.16666666666666666
374,Other fungal skin diseases,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.16666666666666666
374,Other fungal skin diseases,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.16666666666666666
374,Other fungal skin diseases,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.16666666666666666
409,Other gynecological cases that are not menstrual disorders,Lymphoproliferative disorders,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/lymphoproldis_cod/20250627/,0.14285714285714285
409,Other gynecological cases that are not menstrual disorders,Rheumatoid arthritis disorders,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/c19rarth_cod/20250627/,0.125
409,Other gynecological cases that are not menstrual disorders,Complement disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/complementdis_cod/20250627/,0.125
409,Other gynecological cases that are not menstrual disorders,Lymphoproliferative disorders (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/lymphoproldis_cod/20250627/,0.125
409,Other gynecological cases that are not menstrual disorders,Eating disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eatdisorder_cod/20250627/,0.125
409,Other gynecological cases that are not menstrual disorders,Hypopituitary disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hypopituitary_cod/20250627/,0.125
423,Other maternal infections,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.14285714285714285
423,Other maternal infections,Foot ulcer or infection or ischaemia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/footulcerinfectisch_cod/20250627/,0.14285714285714285
423,Other maternal infections,Other ethnic group Any other ethnic group ethnicity group codes (2016 grouping),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eth2016oo_cod/20250627/,0.125
423,Other maternal infections,Shingles other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/shvacohp_cod/20250627/,0.125
423,Other maternal infections,Foot ulcer or infection or ischaemia codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/footulcerinfectisch_cod/20250627/,0.125
429,Asymptomatic ischemic heart disease following myocardial infarction,Congenital heart disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/c19heart_cod/20250627/,0.2222222222222222
429,Asymptomatic ischemic heart disease following myocardial infarction,Chronic heart disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/chronhd_cod/20250627/,0.2222222222222222
429,Asymptomatic ischemic heart disease following myocardial infarction,Coronary heart disease (CHD) codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/chd_cod/20250627/,0.2
429,Asymptomatic ischemic heart disease following myocardial infarction,Myocardial infarction (MI) diagnosis codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mi_cod/20250627/,0.2
429,Asymptomatic ischemic heart disease following myocardial infarction,Coronary heart disease (CHD) exception codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/chdexc_cod/20250627/,0.18181818181818182
429,Asymptomatic ischemic heart disease following myocardial infarction,Invite for coronary heart disease (CHD) care review codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/chdinvite_cod/20250627/,0.15384615384615385
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital heart disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/c19heart_cod/20250627/,0.125
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital absence of right foot codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabr_cod/20250627/,0.1111111111111111
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital malformation codes required for EPP,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eppcongmalf_cod/20250627/,0.1111111111111111
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital absence of left foot codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabl_cod/20250627/,0.1111111111111111
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital malformation codes required for EPP (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eppcongmalf_cod/20250627/,0.1
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital absence of left foot codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabl_cod/20250627/,0.1
435,Congenital cleft (all ages) - subcause - Orofacial clefts,Congenital absence of right foot codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabr_cod/20250627/,0.1
436,Congenital downs (all ages) - subcause - Down syndrome,Down syndrome body mass index (BMI) codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/bmidowns_cod/20250627/,0.2
436,Congenital downs (all ages) - subcause - Down syndrome,Down’s syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ds_cod/20250627/,0.16666666666666666
436,Congenital downs (all ages) - subcause - Down syndrome,Down’s syndrome codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/downs-syndrome-codes/20241205/,0.14285714285714285
436,Congenital downs (all ages) - subcause - Down syndrome,Sjogren’s Syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sjogrens_cod/20250627/,0.14285714285714285
436,Congenital downs (all ages) - subcause - Down syndrome,Antiphospholipid syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/antiphosynd_cod/20250627/,0.14285714285714285
437,Congenital turner (all ages) - subcause - Turner syndrome,Down’s syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ds_cod/20250627/,0.16666666666666666
437,Congenital turner (all ages) - subcause - Turner syndrome,Down’s syndrome codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/downs-syndrome-codes/20241205/,0.14285714285714285
437,Congenital turner (all ages) - subcause - Turner syndrome,Sjogren’s Syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sjogrens_cod/20250627/,0.14285714285714285
437,Congenital turner (all ages) - subcause - Turner syndrome,Antiphospholipid syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/antiphosynd_cod/20250627/,0.14285714285714285
438,Congenital klinefelter (all ages) - subcause - Klinefelter syndrome,Down’s syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/ds_cod/20250627/,0.16666666666666666
438,Congenital klinefelter (all ages) - subcause - Klinefelter syndrome,Down’s syndrome codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/downs-syndrome-codes/20241205/,0.14285714285714285
438,Congenital klinefelter (all ages) - subcause - Klinefelter syndrome,Sjogren’s Syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/sjogrens_cod/20250627/,0.14285714285714285
438,Congenital klinefelter (all ages) - subcause - Klinefelter syndrome,Antiphospholipid syndrome codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/antiphosynd_cod/20250627/,0.14285714285714285
439,Congenital chromo (all ages) - subcause - other,Congenital heart disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/c19heart_cod/20250627/,0.125
439,Congenital chromo (all ages) - subcause - other,MenACWY other healthcare provider vaccination codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/menacwyohp_cod/20250627/,0.1111111111111111
439,Congenital chromo (all ages) - subcause - other,Congenital absence of right foot codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabr_cod/20250627/,0.1111111111111111
439,Congenital chromo (all ages) - subcause - other,Congenital malformation codes required for EPP,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eppcongmalf_cod/20250627/,0.1111111111111111
439,Congenital chromo (all ages) - subcause - other,Congenital absence of left foot codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/conabl_cod/20250627/,0.1111111111111111
440,Other oral disorders,Lymphoproliferative disorders,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/lymphoproldis_cod/20250627/,0.25
440,Other oral disorders,Rheumatoid arthritis disorders,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/c19rarth_cod/20250627/,0.2
440,Other oral disorders,Complement disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/complementdis_cod/20250627/,0.2
440,Other oral disorders,Lymphoproliferative disorders (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/lymphoproldis_cod/20250627/,0.2
440,Other oral disorders,Eating disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/eatdisorder_cod/20250627/,0.2
440,Other oral disorders,Hypopituitary disorder codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hypopituitary_cod/20250627/,0.2
449,Motor neuron disease,Motor neurone disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mnd_cod/20250627/,0.4
449,Motor neuron disease,Motor neurone disease codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mnd_cod/20250627/,0.3333333333333333
449,Motor neuron disease,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.2
449,Motor neuron disease,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.2
449,Motor neuron disease,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.2
449,Motor neuron disease,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.2
449,Motor neuron disease,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.2
449,Motor neuron disease,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.2
451,Irritable Bowl Disease DEPRECATED,Kawasaki disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/kawasaki_cod/20250627/,0.16666666666666666
451,Irritable Bowl Disease DEPRECATED,Grave’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/gravesdis_cod/20250627/,0.16666666666666666
451,Irritable Bowl Disease DEPRECATED,Mitochondrial disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/mitochond_cod/20250627/,0.16666666666666666
451,Irritable Bowl Disease DEPRECATED,Huntington’s disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/hunt_cod/20250627/,0.16666666666666666
451,Irritable Bowl Disease DEPRECATED,Crohns disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/crohns_cod/20250627/,0.16666666666666666
451,Irritable Bowl Disease DEPRECATED,Coeliac disease codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/coeliac_cod/20250627/,0.16666666666666666
453,Early syphilis infection,Foot ulcer or infection or ischaemia codes,https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/footulcerinfectisch_cod/20250627/,0.14285714285714285
453,Early syphilis infection,Foot ulcer or infection or ischaemia codes (obsolete),https://opencodelists.org/codelist/nhsd-primary-care-domain-refsets/footulcerinfectisch_cod/20250627/,0.125
